PATIENT_ID,Signature_1,Signature_2,Signature_3,Signature_4,Signature_5
GENIE-CHOP-C2445363,0.0,0.0,0.0,2.7793004628570788e-05,0.004912255187152749
GENIE-CHOP-C2451759,0.0,0.0,0.0020871958887732473,0.0021226746673283685,0.006330041694508877
GENIE-CHOP-C2471439,0.010396151365009033,0.0053353294349894175,0.0050293138263763386,0.013643587129878225,0.0
GENIE-CHOP-C2488290,0.0,0.038235647816453874,0.0,0.01767450556474258,0.07944599975628228
GENIE-CHOP-C2501205,0.0030030060059545514,0.0,0.03134700906557009,0.0,0.028552484827318068
GENIE-CHOP-C2572053,0.0,0.03176659348207724,0.0,0.020302642543204904,0.0
GENIE-CHOP-C2688165,0.0,0.030817031079295107,0.006764598804150277,0.024735556151180577,0.01195386548711904
GENIE-CHOP-C2706246,0.008075139757392356,0.001831421882525278,0.0,0.01669340514164073,0.0877960357451835
GENIE-CHOP-C2734413,0.0,0.030188213311592625,0.0,0.0,0.0
GENIE-CHOP-C2762949,0.027283774548486815,0.00383262836307287,0.0,0.0007194187454199714,0.013536745008083379
GENIE-CHOP-C2791116,0.0064002801688319505,0.0300935438681533,0.0,0.0,0.0
GENIE-CHOP-C2795298,0.006983675470372865,0.005308951648221631,0.0,0.0,0.021931158391726255
GENIE-CHOP-C2795544,0.006106669346494128,0.0,0.0,0.0210535840809166,0.009848319552405659
GENIE-CHOP-C2815347,0.013884896519059447,0.00245867961866918,0.0,0.0,0.004225878782941969
GENIE-CHOP-C2825925,0.0022383137612853083,0.0,0.0,0.002106789179474058,0.0025022270233191393
GENIE-CHOP-C2828139,0.01844461368514481,0.002002558434247928,0.0,0.0018346507001949057,0.0
GENIE-CHOP-C2832936,0.0006504560514857332,0.00017946568980342964,0.0,0.004487098719879456,0.0018758664200736693
GENIE-CHOP-C2838594,0.0,0.0,0.005412158532325333,0.0,0.003574526573377391
GENIE-CHOP-C2839947,0.0014134670188243419,0.03003904139271827,0.0,0.0,0.0
GENIE-CHOP-C2862333,0.0,0.0,0.053251374510382365,0.0021895220299470246,0.012176201221118382
GENIE-CHOP-C2863932,0.0003682119165562191,0.0,0.0035298269786847307,0.002567973832766669,0.0030402186032381963
GENIE-CHOP-C2864670,0.0,0.00542650322364997,0.0,0.0,0.0460558340582577
GENIE-CHOP-C2872173,0.0,0.00020523269235677078,0.010153874165774261,0.004025087261342822,0.020511062521153395
GENIE-CHOP-C2906367,0.0,0.004638598770069711,0.0,0.0,0.02982311920278938
GENIE-CHOP-C3036993,0.0,0.002008720931284607,0.0,0.047484875655726226,0.0
GENIE-CHOP-C3037239,0.0,0.0,0.0,0.0,0.0048363250261219595
GENIE-CHOP-C3037854,0.00336177793000022,0.0,0.0,0.002038254719204275,0.03424558227844037
GENIE-CHOP-C3037977,0.0026254354658423905,0.0,0.0,0.003868657338831226,0.027553193470955112
GENIE-CHOP-C3041298,0.0,0.041719379637715215,0.0,0.0034023986498361728,0.06114159023130605
GENIE-CHOP-C3167619,0.0,0.0,0.0,0.02698684442853823,0.0
GENIE-CHOP-C3170940,0.0,0.0,0.0,0.0556202778762104,0.01787474032252436
GENIE-CHOP-C3337851,0.014320389108302538,0.00237638193754499,0.0,0.030170714369615742,0.0026988792529212004
GENIE-CHOP-C3338835,0.0,0.0,0.0,0.0036783270402908287,0.00465976151099128
GENIE-CHOP-C3387051,0.0,0.0017266279448638914,0.0,0.0,0.031395893024368335
GENIE-CHOP-C3392832,0.0,0.03205957605323911,0.0,0.0,0.017471695100194428
GENIE-CHOP-C3393078,0.0004223022518316218,0.0,0.004823437662797837,0.009881209568069234,0.0006723793532566209
GENIE-CHOP-C3393324,0.0,0.03327076428468704,0.0,0.0,0.06541931033654902
GENIE-CHOP-C3394677,0.018585814410842894,0.035681410513303556,0.002105928060786998,0.024587701264877918,0.01825460978041358
GENIE-CHOP-C3394923,0.02315778029469932,0.02796820196447108,0.0,0.0,0.0
GENIE-CHOP-C3409314,0.0,0.0,0.0,0.02782084002282535,0.015901509274492354
GENIE-CHOP-C3409806,0.0,0.0,0.00013439480011759612,0.0,0.0010253974805626855
GENIE-CHOP-C3421983,0.0,0.0,0.0,0.053317349003407795,0.0
GENIE-CHOP-C3504147,0.00013584985046557804,0.0,0.0,7.275690310524786e-05,0.0014635815872788944
GENIE-CHOP-C3512511,0.0027350711491051075,0.0003231118194290147,0.0,0.046739776361960916,0.02088785550593724
GENIE-CHOP-C3553347,0.0,0.008925950001261413,0.0,0.03470264025911863,0.04674644952224243
GENIE-CHOP-C3560973,0.0,0.0,0.0,0.0,0.005637489884366933
GENIE-CHOP-C3602547,0.0,0.028406050623379468,0.0,0.05371659655108012,0.014620037778617785
GENIE-CHOP-C3665154,0.0,0.030737130242092212,0.0,0.02572590033860319,0.019397051922225173
GENIE-CHOP-C3665277,0.0,0.005845991762963383,0.0,0.04308853466066815,0.06063966205057228
GENIE-CHOP-C3686556,0.0,0.031889399505832576,0.0,0.017853588704756104,0.0
GENIE-CHOP-C3828867,0.0,0.0,0.0,0.0,0.0029137182408466565
GENIE-CHOP-C3975114,5.9024871895557024e-05,0.0,0.0,0.0065593211577178135,0.007874100740422415
GENIE-CHOP-C3977820,0.0,0.0,0.0,0.0,0.0018337939054353116
GENIE-CHOP-C3981387,0.009228186637503107,0.0,0.0,0.0,0.004282405320752536
GENIE-CHOP-C4008447,0.0,0.0,0.0,0.00027152703301458676,0.0038100873604598228
GENIE-CHOP-C4021854,0.0,0.001772576175626528,0.0005774307218082087,0.003592903881453759,0.018697782708954256
GENIE-CHOP-C4055925,0.006879748495371454,0.0,0.0,0.05004678918388155,0.011078759441327938
GENIE-CHOP-C4190979,0.010658463726273276,0.0,0.0015312300567592858,0.0020574703073591707,0.012452853785513316
GENIE-CHOP-C4261089,0.00936296612882409,0.0,0.0,0.0,0.005764631926939086
GENIE-CHOP-C4316685,0.0,0.03231580376413949,0.0,0.0,0.05282909555972075
GENIE-CHOP-C4424433,0.0020422330954181214,0.0,0.0,0.0014967255978779223,0.0
GENIE-CHOP-C4463793,0.0037528602944213348,0.0,0.0,0.0,0.0243612715845007
GENIE-CHOP-C4526523,0.00010990380571970003,0.0,0.0,0.004877747030255944,0.005081806717402341
GENIE-CHOP-C5185188,0.0,0.0020344751783142666,0.002688952923936465,0.0,0.019545639318363502
GENIE-CHOP-C5214708,0.0,0.008305352671850133,0.0,0.027330868604424612,0.02972915774671573
GENIE-CHOP-C5244474,0.009938638274757133,0.0,0.028719097585420066,0.0,0.00043992623333540014
GENIE-CHOP-C528039,0.0,0.0,0.0,0.0,0.06385528723853923
GENIE-CHOP-C5488629,0.00909098273045873,0.0,0.0036662795588015356,0.007872293101801956,0.01264513828163901
GENIE-CHOP-C5489121,0.0,0.032268228463343165,0.002806844690654357,0.0015166437197102957,0.013378299164785704
GENIE-CHOP-C5489982,0.012194123746232077,0.03418026795041392,0.0,0.020933712032233216,0.0
GENIE-CHOP-C5964147,0.0005824680254769631,0.03012674185744039,0.0,0.0,0.0
GENIE-CHOP-C6196986,0.0,0.0,0.0,0.0,0.006368046944677234
GENIE-CHOP-C6512481,0.0,0.001808834407883323,0.0,0.0,0.015351944686085903
GENIE-CHOP-C805773,0.0,0.03889659504983308,0.0,0.0,0.02991788102767957
GENIE-CHOP-C818565,0.0,0.0008758043179595037,0.0,0.049842844083813065,0.00877733305090463
GENIE-CHOP-C857679,0.0,0.0019414560624101216,0.0,0.020961033662335586,0.023150894994590863
GENIE-CHOP-C860508,0.007662449965661403,0.0,0.0,0.0,0.005325366258842777
GENIE-CHOP-C902451,0.006182694388602903,0.0009468828674956695,0.0,0.026202113688587752,0.027375345203622475
GENIE-CHOP-C907125,0.002826679337247374,0.031223366463919894,0.0,0.005091051218210145,0.010562993173549678
GENIE-CHOP-C934923,0.0002670057905417615,0.0015189788274871914,0.0,0.05138541971506072,0.0
GENIE-CHOP-C950052,0.00961213230859848,0.0,0.01468586312409227,0.0024593083535580473,0.01960295628019845
GENIE-CHOP-C964566,0.00027745340083883905,0.00012034663654790029,0.0050463722361892335,0.0038886561513587848,0.0015268605437067137
GENIE-CHOP-C972438,0.0,0.031889399505832576,0.0,0.017853588704756104,0.0
GENIE-CHOP-C974652,0.0,0.0,0.0,0.025736514441138635,0.010059533875371299
GENIE-CHOP-C975267,0.006800718157937695,0.03140667986443116,0.0,0.019539909959653413,0.005272784055666637
GENIE-CHOP-C975636,0.006799144116815757,0.0,0.0030118918480065405,0.0,0.0273995667845608
GENIE-COLU-00015,0.0,0.029994200437188485,0.0024672116133910775,8.87887954968746e-05,0.007604026056529533
GENIE-COLU-00023,0.0022787477081851523,0.0013596431844689304,0.0,0.0,0.054751888325365004
GENIE-COLU-00058,0.0,0.03396743172301602,0.00044576914500138416,0.026882745360983288,0.020574203071769357
GENIE-COLU-00068,0.0,0.169852215228716,0.02041537164627266,0.013693623898273869,0.09452666368455849
GENIE-COLU-00080,0.0,0.06997017965448694,0.002898649294192067,0.0452415402643719,0.022579364492826836
GENIE-COLU-00086,0.005244448105000629,0.036605116268047175,0.015585962035680412,0.012352705453966092,0.02199533096054315
GENIE-COLU-00087,0.008499257116322071,0.06044138615670587,0.004662195165234618,0.02128017124621398,0.01504749983928335
GENIE-COLU-00141,0.021856350313477782,0.0005865453245447702,0.0,0.02526115039094589,0.02909390816729281
GENIE-COLU-00159,0.0012043077153604132,0.0030275333155451137,0.003141284186343524,0.024430133435742785,0.09004841396743582
GENIE-COLU-00160,0.0,0.035229242273470844,0.013321188886572145,0.0,0.05370034235422375
GENIE-COLU-00170,0.02418950233616918,0.031330388430267836,0.002834089745494728,0.00018697920155663405,0.013148985095086687
GENIE-COLU-00192,0.01286563201335904,2.3585437760531328e-05,0.0,0.023849126914201577,0.0
GENIE-COLU-00205,0.0,0.006342984513182753,0.0,0.009580169651434508,0.03824353944206163
GENIE-COLU-00207,0.0,0.0,0.006729552779069349,0.0002868294803651858,0.0035631440819361582
GENIE-COLU-00208,0.0,0.001808834407883323,0.0,0.0,0.015351944686085903
GENIE-COLU-00219,0.0,0.0,0.0,3.123552350729193e-05,0.0008738313646824345
GENIE-COLU-00226,0.0,0.0,0.0,0.0017561505792259603,0.002852605839020249
GENIE-COLU-00230,2.8402418458224336e-07,0.0,0.0,0.0015846661304753666,0.0027445150452367153
GENIE-COLU-00234,0.0020182186557761725,0.0,0.0,0.003616719544801318,0.0024996838978850627
GENIE-COLU-00243,0.0,0.005141390687086292,0.0,0.0,0.033891975939766776
GENIE-COLU-00263,0.001273652372609747,0.0,0.0008944194431458508,0.0,0.003990767531613059
GENIE-COLU-00267,0.006652093946532836,0.027130672743260805,0.010196734398025646,0.0,0.012287332634849636
GENIE-COLU-00302,0.009221659450229812,0.0,0.0,0.0,0.00899749152283527
GENIE-COLU-00315,0.03063345228824531,0.06782074336985427,0.01557978521308772,0.030170726498995323,0.05058541734302226
GENIE-COLU-00326,0.0,0.0,0.0,3.123552350729193e-05,0.0008738313646824345
GENIE-COLU-00350,0.0047168780286718955,0.06677416630974436,0.0,0.017688805460567898,0.034109759406167915
GENIE-COLU-00352,0.0,0.03288270413816563,0.00027546432169466207,0.025153825839805976,0.022359311370429655
GENIE-COLU-00356,0.0010519829581651908,0.0,0.0,0.005170771043998473,0.04923797715244563
GENIE-COLU-00374,0.0,0.008220404133328437,0.0,0.05256584322385735,0.057677451226992485
GENIE-COLU-00376,0.0,0.039832071703439546,0.0,0.0,0.08554447317946674
GENIE-COLU-00401,0.028927236607070264,0.0,0.027251141976201636,0.012832990414764066,0.10202200605667534
GENIE-COLU-00402,0.005054844294113843,0.0017188701851382424,0.0,0.005119526650572715,0.00754010547542986
GENIE-COLU-00406,0.021794369601440294,0.0,0.011481790292183042,0.025374468630301194,0.043016901979141764
GENIE-COLU-00422,0.0,0.0,0.041755740947239384,0.022067243168826103,0.0
GENIE-COLU-00429,0.0,0.0003879039640093657,0.0,0.02620192733695881,0.002948287209010111
GENIE-COLU-00430,0.001273652372609747,0.0,0.0008944194431458508,0.0,0.003990767531613059
GENIE-COLU-00449,0.0,0.0,0.001151229611801912,0.007209207420662017,0.00637017877716877
GENIE-COLU-00450,0.0,0.0,0.0,2.7793004628570788e-05,0.004912255187152749
GENIE-COLU-00477,0.0,0.0024223555281449524,0.0,0.0,0.017842470406939325
GENIE-COLU-00492,0.0,0.06339282019829512,0.010121957246209594,0.026049113926752975,0.008041568653240483
GENIE-COLU-00497,0.01491793054504047,0.03288840373650569,0.0,0.0,0.0
GENIE-COLU-00506,0.0,0.0,0.0,0.028948419985370902,0.0
GENIE-COLU-00523,0.00029240076833373616,0.0,0.005260936259822414,0.007500806888308258,0.0007451496980070011
GENIE-COLU-00525,0.0,0.0,0.0,3.123552350729193e-05,0.0008738313646824345
GENIE-COLU-00526,0.0,0.001808834407883323,0.0,0.0,0.015351944686085903
GENIE-COLU-00544,0.004520302728172739,0.0,0.0,0.0012551823903003047,0.0003160824305493888
GENIE-COLU-1009,0.0,0.0010374298389963534,0.027830074885469586,0.0,0.012996610490545606
GENIE-COLU-1023,0.006234819338538881,0.003176583841778994,0.0,0.010401572878722957,0.00043771057044225453
GENIE-COLU-1053,0.0,0.001808834407883323,0.0,0.0,0.015351944686085903
GENIE-COLU-1076,0.0,0.0,0.005227523709981085,0.0005263760282992907,0.004098379927720173
GENIE-COLU-1077,0.010561365421547545,0.028619903414818428,0.0,0.0,0.0033377947836538972
GENIE-COLU-1093,0.00607187993543726,0.03512695384063303,0.0,0.0016860975672200937,0.0
GENIE-COLU-1094,0.005385601353192279,0.0027805355348760677,0.0,0.005856595366149584,0.0
GENIE-COLU-1099,0.0070705689623724605,0.0,0.0,0.0032912745152547523,0.018511222596903586
GENIE-COLU-1120,0.004304976650767489,0.03228897066417635,0.0059203715380407316,0.0299610735118911,0.025030941720034488
GENIE-COLU-1124,0.017629153602639985,0.008233059189666925,0.0,0.0,0.07133719125543239
GENIE-COLU-1156,0.009681559142035015,0.034505150231433024,0.0,0.003949900565649881,0.03340970020820295
GENIE-COLU-1158,0.00011998205280079887,0.0,0.030824489551457317,0.0,0.0
GENIE-COLU-1164,0.0,0.0,0.0,0.0,0.009672650052243919
GENIE-COLU-1170,0.01101932179976585,0.0,0.0,0.029415937815380353,0.012637156909623286
GENIE-COLU-1199,0.0,0.0,0.005499116692265664,0.0,0.0038285696101331727
GENIE-COLU-1202,0.0,0.0019706981226293337,0.001622891420977323,0.0013648460256039997,0.019113144123020273
GENIE-COLU-1217,0.0,0.0008335748062961182,0.0,0.0005982026584690105,0.004140270621090922
GENIE-COLU-1238,0.0,0.0026424501939937505,0.0,0.008416985292980775,0.037542580258266574
GENIE-COLU-1257,0.005881471741584932,0.005676730684132738,0.03600485298402132,0.019411183803847234,0.024959223054890477
GENIE-COLU-1273,0.017015904578544096,0.0,0.0,0.0,0.0
GENIE-COLU-1283,0.013025857010622787,0.0020399894735168775,0.0,0.0030512149047204292,0.0009793622940194755
GENIE-COLU-1310,0.0004862602180981289,0.0,0.003910619815435648,0.002892789121069853,0.0
GENIE-COLU-1320,0.0,0.03413026278977771,0.0,0.0,0.007927736848632839
GENIE-COLU-1323,0.0,0.004638598770069711,0.0,0.0,0.02982311920278938
GENIE-COLU-1332,0.01266635426315881,0.0026343957365587752,0.004106412674091965,0.0,0.08834393076821151
GENIE-COLU-1333,0.0005211368121021156,0.0009651986279757114,0.0,0.046977272558033314,0.00784459866323814
GENIE-COLU-1338,0.0,0.0033250420762848637,0.008513935064199578,0.043886434578732196,0.02385833723324929
GENIE-COLU-1339,0.005207411948084788,0.0,0.0,0.0005553587670958547,0.03354681432673938
GENIE-COLU-1351,0.0,0.0015755560682154989,0.0,0.0,0.0196019779729117
GENIE-COLU-1357,0.0,0.0,0.0,3.123552350729193e-05,0.0008738313646824345
GENIE-COLU-1362,0.0,0.030188213311592625,0.0,0.0,0.0
GENIE-COLU-1408,0.0,0.002790317247432463,0.0,0.023483346744037382,0.015666587720162772
GENIE-COLU-1412,6.537601067587233e-05,0.0,0.0,0.0,0.00033879699119149595
GENIE-COLU-1414,0.012350163379231357,0.0,0.13927279401111703,0.07755383625445549,0.0
GENIE-COLU-1418,0.0,0.004594881175137321,0.0,0.006063780653859917,0.018907425661429788
GENIE-COLU-1425,0.0004862602180981289,0.0,0.003910619815435648,0.002892789121069853,0.0
GENIE-COLU-1426,0.0,0.007240590807729563,0.0,0.026682540174020147,0.015576148395405063
GENIE-COLU-1436,0.0,0.0,0.0,0.0001614471989615846,0.0003682493431619942
GENIE-COLU-1438,0.00920377956971295,0.0,0.0,0.0,0.005183185497531652
GENIE-COLU-1477,0.0,0.0,0.0,0.0006297751750097668,0.011040878973977881
GENIE-COLU-1478,0.0,0.0,0.00263552122097369,0.0028261242439747035,0.00876858557707599
GENIE-COLU-1479,0.00992870165091193,0.059494249467352454,0.0,0.0,0.0
GENIE-COLU-1480,0.0,0.0002999896650580278,0.010575890500979108,0.01185065648610326,0.026166547944922645
GENIE-COLU-1494,0.0,0.00017484818895785196,0.08169105061029497,0.05370740911560519,0.050127475917752046
GENIE-COLU-1501,0.0,0.004231189936028274,0.0,0.0,0.033194415093025224
GENIE-COLU-1510,0.0010579149104258244,0.0,0.0,0.00013448474177176585,0.00014093928420817498
GENIE-COLU-1512,0.0,0.035282931774708245,0.0,0.0,0.06305598348695092
GENIE-COLU-1519,0.0,0.06051623077942746,0.011475681474245773,0.0,0.0
GENIE-COLU-1520,0.0,0.0015271698006549882,0.005690742061142552,4.6100307522798305e-05,0.015446664662951057
GENIE-COLU-1522,0.0011944931835630446,0.0,0.002728649569067541,2.1295649334067454e-05,0.0036150663397846944
GENIE-COLU-1531,0.0006778662061155911,0.00034004383987240843,0.0,0.004435259750596324,0.0009502779621692779
GENIE-COLU-1548,0.0,0.0,0.0,3.123552350729193e-05,0.0008738313646824345
GENIE-COLU-1552,0.0002210208415558602,0.0,6.722312476931562e-05,0.00086024986813183,0.0
GENIE-COLU-1554,0.0,0.0,0.028789298363200634,0.0,0.0
GENIE-COLU-1556,0.0,0.028947302467017818,0.027101026495515892,0.0,0.0
GENIE-COLU-1583,0.007007196248870823,0.0,0.0,0.0008594246106015081,0.02359940421732841
GENIE-COLU-1590,0.0,0.0010043604656423035,0.0,0.023742437827863113,0.0
GENIE-COLU-1601,0.0006179360185515661,0.0,0.003331824461183242,0.0020423085172669615,4.6155691112215316e-05
GENIE-COLU-1628,0.014676702282524988,0.004850220887938817,0.004569232849815616,0.04538453529127006,0.0075971986314054395
GENIE-COLU-1646,0.0,0.0037072195132270554,0.0,0.003933679669013236,0.033898193224365485
GENIE-COLU-1648,0.0,0.003617668815766646,0.0,0.0,0.030703889372171805
GENIE-COLU-1653,0.001273652372609747,0.0,0.0008944194431458508,0.0,0.003990767531613059
GENIE-COLU-1677,0.0,0.0,0.0348530891390229,0.0007724340769677952,0.0
GENIE-COLU-1678,0.0,0.07126715307824262,0.0,0.01293593713342675,0.055517756135968904
GENIE-COLU-1686,0.0,0.0021653869569814572,0.00569220975494073,8.544494544536635e-05,0.0177719448406649
GENIE-COLU-1690,0.0,0.0,0.0011843941350436818,0.007158814506734568,0.00982951811207074
GENIE-COLU-1742,0.0,0.0007420077388425821,0.0,0.0018933002808116997,0.02031012225151167
GENIE-COLU-1762,0.0021366033798385707,0.0,0.0,0.0,0.0
GENIE-COLU-1787,0.4658618059638153,0.006642684666946414,0.0,0.0,0.40692255136634986
GENIE-COLU-1790,0.0,0.035295927378567245,0.0,0.04421629104541243,0.01565452194273124
GENIE-COLU-1792,0.007780610101632764,0.0,0.00690961266477192,0.0,0.0024699057813731638
GENIE-COLU-1801,0.0,0.0,0.0,0.002016128366676953,0.0054675816041458115
GENIE-COLU-1808,0.0,0.0,0.029041860353179325,0.0,0.0
GENIE-COLU-1825,0.0,0.0,0.0,0.0,0.00542662182184472
GENIE-COLU-1828,0.03146938339379997,0.0,0.0025139815627826406,0.0,0.0
GENIE-COLU-1846,0.005914289346507964,0.00023409293007668037,0.0,0.006255293169621345,0.018437723529236907
GENIE-COLU-1860,0.0,0.04236400649724231,0.005000935969868707,0.0,0.0709059434499227
GENIE-COLU-1863,0.0,0.006583827296301685,0.0,0.02291767211533349,0.038047921626300336
GENIE-COLU-1883,0.0,0.003426459777789919,0.0,0.030596356439133204,0.022420566220355622
GENIE-COLU-1890,0.0,0.003060597931497619,0.0,0.010070171261917867,0.03368413854909595
GENIE-COLU-1893,0.01046931724481631,0.0007885279220786591,0.0,0.0,0.022425769378730257
GENIE-COLU-1909,0.01589786175043492,0.032038485754334906,0.0,0.0024031698839579074,0.009874306223686923
GENIE-COLU-1912,0.010354835149801558,0.0,0.015293845921962167,0.02556205436665798,0.009086127862615322
GENIE-COLU-1920,0.0009725204361962578,0.0,0.007821239630871297,0.005785578242139706,0.0
GENIE-COLU-1925,0.021828575170459236,0.0,0.0,0.019816873254442376,0.0
GENIE-COLU-1967,0.0,0.0,0.0,0.0,0.009782777777666046
GENIE-COLU-1973,0.0,0.0,0.006021897272258808,0.0,0.004645419874954906
GENIE-COLU-1976,0.0,0.030188213311592625,0.0,0.0,0.0
GENIE-COLU-1988,0.00015580748946441273,0.0,0.0006144990795105806,0.00034373180396676475,0.02733110246057967
GENIE-COLU-1993,0.0,0.0,0.0,3.123552350729193e-05,0.0008738313646824345
GENIE-COLU-2003,0.0,0.0,0.006018235478491374,0.0,0.0006187694984885601
GENIE-COLU-2030,0.0,0.0,0.022121396784967072,0.0,0.0
GENIE-COLU-2068,0.0,0.1838175526123019,0.2432465969172587,0.2573008531993126,0.2902063463673023
GENIE-COLU-2075,0.00023444453008974683,0.0,0.009699741964675749,0.001300548707619031,0.000244668064169161
GENIE-COLU-2091,0.0,0.03642339559819445,0.0,0.024533134428574247,0.04651790867036699
GENIE-COLU-2101,0.0,0.0028297643621863853,0.0,0.0,0.01447117451670348
GENIE-COLU-2151,0.0,0.0,0.0,0.0,0.0048363250261219595
GENIE-COLU-2167,0.0,0.0024501803381944223,0.0,0.0,0.017686570123057802
GENIE-COLU-2169,0.0,0.030188213311592625,0.0,0.0,0.0
GENIE-COLU-2179,0.0,0.001348087487046349,0.0,0.0006698166567545891,0.0185710489891482
GENIE-COLU-2191,0.0,0.16024908277692865,0.2358378900624866,0.23512885652852186,0.22127487112834598
GENIE-COLU-2203,0.007244363098376207,0.004294474613501205,0.0,0.026921936255798775,0.024092733840699664
GENIE-COLU-2204,0.009102059882823829,0.0,0.0,0.0,0.01114973758961034
GENIE-COLU-2206,0.003757375493655432,0.06299905594086543,0.0,0.11319668033755226,0.0
GENIE-COLU-2207,0.011099133309468408,0.0027745705980858552,0.0,0.003663503353145903,0.0
GENIE-COLU-2212,0.0,0.012404856968760602,0.0,0.0062720516722099265,0.10649869087631154
GENIE-COLU-2224,0.009436295302667165,0.0,0.0,0.0,0.006762605742949515
GENIE-COLU-2233,0.0,0.030256957034017276,0.005422410334852655,0.0,0.0
GENIE-COLU-2250,0.0,0.00044133933515086606,0.025022997543121817,0.018812992764896223,0.0
GENIE-COLU-2253,0.0,0.0008367350670709142,0.0,0.0023228515755937605,0.021410881942596098
GENIE-COLU-2266,0.00627622157457876,0.0,0.0,0.0,0.0011359600670944885
GENIE-COLU-2270,0.005662870000998448,0.0,0.0,0.0,0.0296366839871042
GENIE-COLU-2290,0.0,0.033109332835474646,0.0,0.0,0.008808507018015261
GENIE-COLU-2317,0.0,0.0,0.0,0.0,0.001982992328641845
GENIE-COLU-2324,0.01470246938540055,0.0,0.0,0.0,0.0
GENIE-COLU-2326,0.0012581314845679322,0.032061657543988424,0.0,0.021205717027532534,0.0006028002219956405
GENIE-COLU-2333,0.02996153991052678,0.0,0.0,0.0,0.019067272023678795
GENIE-COLU-2338,0.0,0.000672136298605909,0.0027795661138850605,0.02547363596356503,0.0
GENIE-COLU-2355,0.0,0.032708754911076096,0.0,0.0,0.02525424885361153
GENIE-COLU-2357,0.0,0.028784887484371115,0.0324556046054437,0.0,0.0
GENIE-COLU-2361,0.0,0.0,0.006021897272258808,0.0,0.004645419874954906
GENIE-COLU-2369,0.0006778662061155911,0.00034004383987240843,0.0,0.004435259750596324,0.0009502779621692779
GENIE-COLU-2372,0.0038086466506935274,0.0004919459470987822,0.0,0.0,0.026834251230616092
GENIE-COLU-2378,0.013644422010684807,0.03451246042767637,0.0,0.0037312624350970013,0.03462658403571335
GENIE-COLU-2447,0.009228186637503107,0.0,0.0,0.0,0.004282405320752536
GENIE-COLU-2459,0.00037725017935997987,0.0,0.0,6.66612666915886e-05,0.0
GENIE-COLU-2461,0.0,0.0,0.0,0.0,0.00818806488926464
GENIE-COLU-2476,0.00046870598242130455,0.0009882781596486567,0.0,0.0,0.02086275633255479
GENIE-COLU-2487,0.0,0.0,0.006873512142245772,0.019365299802299393,0.04496988889519928
GENIE-COLU-2507,0.0,0.0,0.0,0.0002937108241194429,0.003532123126629535
GENIE-COLU-2510,0.0,0.0,0.0043007015280102315,0.003950014676676377,0.00318093061919749
GENIE-COLU-2515,0.00011927121717451127,0.0,0.0,0.002584991388406692,0.0024435350444115154
GENIE-COLU-2532,0.0,0.005615908300596454,0.0,0.0,0.054402049719439946
